"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2008","2008","EUR","Euro","6","Millions",,,5112.174,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2009","2009","EUR","Euro","6","Millions",,,6206.537,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2010","2010","EUR","Euro","6","Millions",,,6894.767,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2011","2011","EUR","Euro","6","Millions",,,7305.11,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2012","2012","EUR","Euro","6","Millions",,,7703.925,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2013","2013","EUR","Euro","6","Millions",,,8167.129,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2014","2014","EUR","Euro","6","Millions",,,8547.894,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2015","2015","EUR","Euro","6","Millions",,,8764.827,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2016","2016","EUR","Euro","6","Millions",,,8979.014,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2017","2017","EUR","Euro","6","Millions",,,9365.9,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2018","2018","EUR","Euro","6","Millions",,,9678.601,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2019","2019","EUR","Euro","6","Millions",,,10066.39,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2020","2020","EUR","Euro","6","Millions",,,10274.093,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","MLLNCU","Current prices","FRA","France","2021","2021","EUR","Euro","6","Millions",,,10680.025,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2003","2003","PC","Percentage","0","Units",,,0.267,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2004","2004","PC","Percentage","0","Units",,,0.267,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2005","2005","PC","Percentage","0","Units",,,0.288,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2006","2006","PC","Percentage","0","Units",,,0.297,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2007","2007","PC","Percentage","0","Units",,,0.3,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.299,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.317,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.309,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.299,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.299,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.322,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.324,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.301,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.304,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.306,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.281,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.279,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2020","2020","PC","Percentage","0","Units",,,0.245,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","PARPIB","Share of gross domestic product","FRA","France","2021","2021","PC","Percentage","0","Units",,,0.257,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2003","2003","PC","Percentage","0","Units",,,0.495,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2004","2004","PC","Percentage","0","Units",,,0.527,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2005","2005","PC","Percentage","0","Units",,,0.536,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2006","2006","PC","Percentage","0","Units",,,0.496,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2007","2007","PC","Percentage","0","Units",,,0.516,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.535,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.528,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.539,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.539,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.514,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.499,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.488,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.472,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.26,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.238,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.232,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.221,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2020","2020","PC","Percentage","0","Units",,,0.203,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2021","2021","PC","Percentage","0","Units",,,0.195,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2003","2003","PC","Percentage","0","Units",,,0.332,"B","Break"
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2004","2004","PC","Percentage","0","Units",,,0.337,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2005","2005","PC","Percentage","0","Units",,,0.348,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2006","2006","PC","Percentage","0","Units",,,0.075,"B","Break"
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2007","2007","PC","Percentage","0","Units",,,0.081,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.078,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.07,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.068,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.048,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.047,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.082,"B","Break"
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.085,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.078,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.085,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.094,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.098,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.093,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2020","2020","PC","Percentage","0","Units",,,0.722,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PARCUR","Share of current expenditure on health","FRA","France","2021","2021","PC","Percentage","0","Units",,,1.316,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2003","2003","USD","US Dollar","0","Units",,,10.132,"B","Break"
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2004","2004","USD","US Dollar","0","Units",,,10.684,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2005","2005","USD","US Dollar","0","Units",,,11.367,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2006","2006","USD","US Dollar","0","Units",,,2.579,"B","Break"
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2007","2007","USD","US Dollar","0","Units",,,2.92,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2008","2008","USD","US Dollar","0","Units",,,2.921,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2009","2009","USD","US Dollar","0","Units",,,2.708,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2010","2010","USD","US Dollar","0","Units",,,2.753,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2011","2011","USD","US Dollar","0","Units",,,1.988,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2012","2012","USD","US Dollar","0","Units",,,2.017,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2013","2013","USD","US Dollar","0","Units",,,3.741,"B","Break"
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2014","2014","USD","US Dollar","0","Units",,,3.924,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2015","2015","USD","US Dollar","0","Units",,,3.629,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2016","2016","USD","US Dollar","0","Units",,,4.17,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2017","2017","USD","US Dollar","0","Units",,,4.701,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2018","2018","USD","US Dollar","0","Units",,,5.011,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2019","2019","USD","US Dollar","0","Units",,,4.819,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2020","2020","USD","US Dollar","0","Units",,,39.398,,
"HFTOT","All financing schemes","HC6","Preventive care","HP4","Providers of ancillary services","PPPPER","Per capita, current prices, current PPPs","FRA","France","2021","2021","USD","US Dollar","0","Units",,,80.359,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2003","2003","PC","Percentage","0","Units",,,0.111,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2004","2004","PC","Percentage","0","Units",,,0.113,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2005","2005","PC","Percentage","0","Units",,,0.122,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2006","2006","PC","Percentage","0","Units",,,0.172,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2007","2007","PC","Percentage","0","Units",,,0.18,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.187,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.2,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.213,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.216,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.217,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.217,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.216,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.217,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.133,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.126,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.128,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.125,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2020","2020","PC","Percentage","0","Units",,,0.123,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","PARPIB","Share of gross domestic product","FRA","France","2021","2021","PC","Percentage","0","Units",,,0.11,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1970","1970","EUR","Euro","0","Units",,,22.773,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1975","1975","EUR","Euro","0","Units",,,41.574,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1980","1980","EUR","Euro","0","Units",,,72.291,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1985","1985","EUR","Euro","0","Units",,,151.034,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1990","1990","EUR","Euro","0","Units",,,169.305,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1991","1991","EUR","Euro","0","Units",,,184.867,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1992","1992","EUR","Euro","0","Units",,,191.208,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1993","1993","EUR","Euro","0","Units",,,199.6,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1994","1994","EUR","Euro","0","Units",,,199.98,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1995","1995","EUR","Euro","0","Units",,,158.518,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1996","1996","EUR","Euro","0","Units",,,156.297,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1997","1997","EUR","Euro","0","Units",,,155.832,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1998","1998","EUR","Euro","0","Units",,,158.826,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1999","1999","EUR","Euro","0","Units",,,164.753,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2000","2000","EUR","Euro","0","Units",,,169.639,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2001","2001","EUR","Euro","0","Units",,,178.944,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2002","2002","EUR","Euro","0","Units",,,184.268,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2003","2003","EUR","Euro","0","Units",,,195.374,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2004","2004","EUR","Euro","0","Units",,,200.705,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2005","2005","EUR","Euro","0","Units",,,210.987,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2006","2006","EUR","Euro","0","Units",,,283.17,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2007","2007","EUR","Euro","0","Units",,,298.968,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2008","2008","EUR","Euro","0","Units",,,326.96,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2009","2009","EUR","Euro","0","Units",,,344.504,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2010","2010","EUR","Euro","0","Units",,,353.674,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2011","2011","EUR","Euro","0","Units",,,361.984,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2012","2012","EUR","Euro","0","Units",,,364.939,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2013","2013","EUR","Euro","0","Units",,,367.418,"B","Break"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2014","2014","EUR","Euro","0","Units",,,372.714,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2015","2015","EUR","Euro","0","Units",,,368.292,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2016","2016","EUR","Euro","0","Units",,,369.625,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2017","2017","EUR","Euro","0","Units",,,377.838,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2018","2018","EUR","Euro","0","Units",,,374.684,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2019","2019","EUR","Euro","0","Units",,,379.176,,
